irricode	irritype	efficiency	irridose	dateirri
BVIT689	1	0.95	1.3	23-09-1988
BVIT689	1	0.95	1.3	25-09-1988
BVIT689	1	0.95	1.7	26-09-1988
BVIT689	1	0.95	1.7	27-09-1988
BVIT689	1	0.95	0.6	28-09-1988
BVIT689	1	0.95	1.7	29-09-1988
BVIT689	1	0.95	1.7	30-09-1988
BVIT689	1	0.95	1.7	01-10-1988
BVIT689	1	0.95	1.7	02-10-1988
BVIT689	1	0.95	0.3	03-10-1988
BVIT689	1	0.95	2.5	06-10-1988
BVIT689	1	0.95	2.5	07-10-1988
BVIT689	1	0.95	2.5	08-10-1988
BVIT689	1	0.95	2.5	09-10-1988
BVIT689	1	0.95	3.1	10-10-1988
BVIT689	1	0.95	3.1	11-10-1988
BVIT689	1	0.95	2.1	12-10-1988
BVIT689	1	0.95	3.1	13-10-1988
BVIT689	1	0.95	3.1	14-10-1988
BVIT689	1	0.95	3.1	15-10-1988
BVIT689	1	0.95	3.3	17-10-1988
BVIT689	1	0.95	3.3	18-10-1988
BVIT689	1	0.95	3.3	19-10-1988
BVIT689	1	0.95	3.3	20-10-1988
BVIT689	1	0.95	3.3	21-10-1988
BVIT689	1	0.95	3.2	02-11-1988
BVIT689	1	0.95	3.2	03-11-1988
BVIT689	1	0.95	3.2	04-11-1988
BVIT689	1	0.95	3.2	05-11-1988
BVIT689	1	0.95	3.2	06-11-1988
BVIT689	1	0.95	3.5	07-11-1988
BVIT689	1	0.95	3.5	08-11-1988
BVIT689	1	0.95	3.5	10-11-1988
BVIT689	1	0.95	3.5	11-11-1988
BVIT689	1	0.95	3.5	12-11-1988
BVIT689	1	0.95	3.5	13-11-1988
BVIT689	1	0.95	2.6	14-11-1988
BVIT689	1	0.95	3.3	15-11-1988
BVIT689	1	0.95	3.3	16-11-1988
BVIT689	1	0.95	3.3	17-11-1988
BVIT689	1	0.95	3.3	18-11-1988
BVIT689	1	0.95	3.3	19-11-1988
BVIT689	1	0.95	3.3	20-11-1988
BVIT689	1	0.95	3.5	21-11-1988
BVIT689	1	0.95	3.5	22-11-1988
BVIT689	1	0.95	3.5	23-11-1988
BVIT689	1	0.95	0.8	28-11-1988
BVIT689	1	0.95	0.4	29-11-1988
BVIT689	1	0.95	3.3	01-12-1988
BVIT689	1	0.95	3.5	02-12-1988
BVIT689	1	0.95	3.5	03-12-1988
BVIT689	1	0.95	3.5	04-12-1988
BVIT689	1	0.95	3.4	05-12-1988
BVIT689	1	0.95	3.4	06-12-1988
BVIT689	1	0.95	3.6	08-12-1988
BVIT689	1	0.95	0.3	18-12-1988
BVIT689	1	0.95	0.3	29-12-1988
BVIT689	1	0.95	2.7	30-12-1988
BVIT689	1	0.95	4.9	31-12-1988
BVIT689	1	0.95	2.8	01-01-1989
BVIT689	1	0.95	4.9	02-01-1989
BVIT689	1	0.95	3.8	03-01-1989
BVIT689	1	0.95	5.6	04-01-1989
BVIT689	1	0.95	5.6	05-01-1989
BVIT689	1	0.95	5.6	06-01-1989
BVIT689	1	0.95	2.4	08-01-1989
BVIT689	1	0.95	6.2	09-01-1989
BVIT689	1	0.95	0.3	11-01-1989
BVIT689	1	0.95	1.5	14-01-1989
BVIT689	1	0.95	3.4	15-01-1989
BVIT689	1	0.95	5.8	16-01-1989
BVIT689	1	0.95	2.1	17-01-1989
BVIT689	1	0.95	4.5	18-01-1989
BVIT689	1	0.95	4	19-01-1989
BVIT689	1	0.95	5.9	20-01-1989
BVIT689	1	0.95	5.7	21-01-1989
BVIT689	1	0.95	5.9	22-01-1989
BVIT689	1	0.95	0.3	24-01-1989
BVIT689	1	0.95	4	25-01-1989
BVIT689	1	0.95	5.7	26-01-1989
BVIT689	1	0.95	5.7	27-01-1989
BVIT689	1	0.95	0.4	07-02-1989
BVIT689	1	0.95	0.3	14-02-1989
BVIT689	1	0.95	0.3	21-02-1989
BVIT689	1	0.95	4.1	24-02-1989
BVIT689	1	0.95	5.1	25-02-1989
BVIT689	1	0.95	3.8	26-02-1989
BVIT689	1	0.95	6.5	01-03-1989
BVIT689	1	0.95	0.9	05-03-1989
BVIT689	1	0.95	5.3	06-03-1989
BVIT689	1	0.95	4.7	07-03-1989
BVIT689	1	0.95	5	08-03-1989
BVIT689	1	0.95	5	09-03-1989
BVIT689	1	0.95	5	10-03-1989
BVIT689	1	0.95	0.3	16-03-1989
BVIT689	1	0.95	0.3	27-03-1989
BVIT689	1	0.95	4.5	26-04-1989
BVIT689	1	0.95	4.5	27-04-1989
BVIT689	1	0.95	4.4	04-05-1989
BVIT689	1	0.95	4.4	05-05-1989
BVIT689	1	0.95	0.3	06-05-1989
BVIT689	1	0.95	4.5	07-05-1989
BVIT689	1	0.95	4.4	08-05-1989
BVIT689	1	0.95	4.4	09-05-1989
BVIT689	1	0.95	0.3	13-05-1989
BVIT689	1	0.95	4	23-05-1989
BVIT689	1	0.95	4	24-05-1989
BVIT689	1	0.95	3	25-05-1989
BVIT689	1	0.95	4	26-05-1989
BVIT689	1	0.95	4	27-05-1989
BVIT689	1	0.95	2.6	28-05-1989
BVIT689	1	0.95	1	29-05-1989
BVIT689	1	0.95	2.8	31-05-1989
BVIT689	1	0.95	3.4	01-06-1989
BVIT689	1	0.95	3.4	02-06-1989
BVIT689	1	0.95	3.4	03-06-1989
BVIT689	1	0.95	0.4	06-06-1989
BVIT689	1	0.95	0.3	08-06-1989
BVIT689	1	0.95	0.3	21-06-1989
BVIT689	1	0.95	0.7	22-06-1989
BVIT689	1	0.95	0.3	30-06-1989
BVIT689	1	0.95	1.5	28-07-1989
BVIT689	1	0.95	1.6	29-07-1989
BVIT689	1	0.95	1.6	30-07-1989
BVIT689	1	0.95	1.6	31-07-1989
BVIT689	1	0.95	0.8	01-08-1989
BVIT689	1	0.95	0.8	10-08-1989
BVIT689	1	0.95	0.8	11-08-1989
BVIT689	1	0.95	0.8	12-08-1989
BVIT689	1	0.95	0.3	18-08-1989
CSU-0	1	0.95	30	15-02-2005
CSU-0	1	0.95	40	21-02-2005
CSU-0	1	0.95	40	03-03-2005
CSU-0	1	0.95	30	10-03-2005
CSU-0	1	0.95	30	31-03-2005
CSU-0	1	0.95	20	07-04-2005
CSU-0	1	0.95	40	13-04-2005
CSU-0	1	0.95	20	14-04-2005
CSU-0	1	0.95	20	18-04-2005
CSU-0	1	0.95	20	19-04-2005
CSU-0	1	0.95	10	20-04-2005
CSU-0	1	0.95	7	27-04-2005
CSU-0	1	0.95	7	28-04-2005
CSU-0	1	0.95	7	29-04-2005
CSU-0	1	0.95	10	03-05-2005
CSU-0	1	0.95	20	04-05-2005
CSU-0	1	0.95	20	05-05-2005
CSU-0	1	0.95	10	06-05-2005
CSU-0	1	0.95	10	09-05-2005
CSU-0	1	0.95	10	10-05-2005
CSU-0	1	0.95	10	11-05-2005
CSU-0	1	0.95	10	12-05-2005
CSU-0	1	0.95	10	13-05-2005
CSU-0	1	0.95	12	17-05-2005
CSU-0	1	0.95	12	20-05-2005
CSU-0	1	0.95	20	02-06-2005
CSU-0	1	0.95	20	03-06-2005
CSU-0	1	0.95	20	06-06-2005
CSU-0	1	0.95	20	08-06-2005
CSU-0	1	0.95	20	10-06-2005
CSU-0	1	0.95	20	14-06-2005
CSU-0	1	0.95	20	17-06-2005
CSU-0	1	0.95	15	24-06-2005
CSU-0	1	0.95	15	05-07-2005
CSU-0	1	0.95	15	08-07-2005
CSU-0	1	0.95	15	12-07-2005
CSU-0	1	0.95	15	15-07-2005
CSU-0	1	0.95	15	19-07-2005
CSU-0	1	0.95	15	22-07-2005
CSU-0	1	0.95	15	29-07-2005
CSU-0	1	0.95	15	02-08-2005
CSU-0	1	0.95	15	05-08-2005
CSU-0	1	0.95	15	09-08-2005
CSU-0	1	0.95	15	12-08-2005
CSU-0	1	0.95	15	16-08-2005
CSU-0	1	0.95	15	19-08-2005
CSU-0	1	0.95	15	23-08-2005
CSU-0	1	0.95	15	29-08-2005
CSU-0	1	0.95	15	31-08-2005
CSU-0	1	0.95	15	02-09-2005
CSU-0	1	0.95	15	07-09-2005
CSU-0	1	0.95	15	09-09-2005
CSU-0	1	0.95	15	14-09-2005
DSES0	1	0.95	12	29-07-2008
DSES0	1	0.95	3	30-07-2008
DSES0	1	0.95	3	31-07-2008
DSES0	1	0.95	3	01-08-2008
DSES0	1	0.95	3	02-08-2008
DSES0	1	0.95	3	03-08-2008
DSES0	1	0.95	3	04-08-2008
DSES0	1	0.95	3	05-08-2008
DSES0	1	0.95	3	06-08-2008
DSES0	1	0.95	3	07-08-2008
DSES0	1	0.95	3	08-08-2008
DSES0	1	0.95	3	09-08-2008
DSES0	1	0.95	3	10-08-2008
DSES0	1	0.95	3	11-08-2008
DSES0	1	0.95	3	12-08-2008
DSES0	1	0.95	3	13-08-2008
DSES0	1	0.95	3	14-08-2008
DSES0	1	0.95	3	15-08-2008
DSES0	1	0.95	3	17-08-2008
DSES0	1	0.95	3	18-08-2008
DSES0	1	0.95	3	19-08-2008
DSES0	1	0.95	3	20-08-2008
DSES0	1	0.95	3	21-08-2008
DSES0	1	0.95	3	22-08-2008
DSES0	1	0.95	3	23-08-2008
DSES0	1	0.95	3	24-08-2008
DSES0	1	0.95	3	25-08-2008
DSES0	1	0.95	3	26-08-2008
DSES0	1	0.95	3	27-08-2008
DSES0	1	0.95	3	28-08-2008
DSES0	1	0.95	3	29-08-2008
DSES0	1	0.95	3	30-08-2008
DSES0	1	0.95	3	31-08-2008
DSES0	1	0.95	3	01-09-2008
DSES0	1	0.95	3	02-09-2008
DSES0	1	0.95	3	03-09-2008
DSES0	1	0.95	3	04-09-2008
DSES0	1	0.95	3	05-09-2008
DSES0	1	0.95	3	06-09-2008
DSES0	1	0.95	3	07-09-2008
DSES0	1	0.95	3	08-09-2008
DSES0	1	0.95	3	09-09-2008
DSES0	1	0.95	3	10-09-2008
DSES0	1	0.95	3	11-09-2008
DSES0	1	0.95	3	12-09-2008
DSES0	1	0.95	3	13-09-2008
DSES0	1	0.95	3	14-09-2008
DSES0	1	0.95	3	15-09-2008
DSES0	1	0.95	3	20-10-2008
DSES0	1	0.95	3	21-10-2008
DSES0	1	0.95	3	22-10-2008
DSES0	1	0.95	3	23-10-2008
DSES0	1	0.95	3	24-10-2008
DSES0	1	0.95	3	25-10-2008
DSES0	1	0.95	3	26-10-2008
DSES0	1	0.95	3	27-10-2008
DSES0	1	0.95	3	28-10-2008
DSES0	1	0.95	3	29-10-2008
DSES0	1	0.95	3	30-10-2008
DSES0	1	0.95	3	31-10-2008
DSES0	1	0.95	3	27-11-2008
DSES0	1	0.95	3	30-11-2008
DSES0	1	0.95	3	01-12-2008
DSES0	1	0.95	3	02-12-2008
DSES0	1	0.95	3	03-12-2008
DSES0	1	0.95	3	04-12-2008
DSES0	1	0.95	3	05-12-2008
DSES0	1	0.95	3	06-12-2008
DSES0	1	0.95	3	07-12-2008
DSES0	1	0.95	3	08-12-2008
DSES0	1	0.95	3	09-12-2008
DSES0	1	0.95	3	10-12-2008
DSES0	1	0.95	3	11-12-2008
DSES0	1	0.95	3	12-12-2008
DSES0	1	0.95	3	13-12-2008
DSES0	1	0.95	3	14-12-2008
DSES0	1	0.95	3	15-12-2008
DSES0	1	0.95	3	16-12-2008
DSES0	1	0.95	3	17-12-2008
DSES0	1	0.95	3	18-12-2008
DSES0	1	0.95	3	19-12-2008
DSES0	1	0.95	3	20-12-2008
DSES0	1	0.95	3	21-12-2008
DSES0	1	0.95	3	22-12-2008
DSES0	1	0.95	3	23-12-2008
DSES0	1	0.95	3	24-12-2008
DSES0	1	0.95	3	25-12-2008
DSES0	1	0.95	3	26-12-2008
DSES0	1	0.95	3	27-12-2008
DSES0	1	0.95	3	28-12-2008
DSES0	1	0.95	3	29-12-2008
DSES0	1	0.95	3	30-12-2008
DSES0	1	0.95	3	31-12-2008
DSES0	1	0.95	3	01-01-2009
DSES0	1	0.95	3	02-01-2009
DSES0	1	0.95	3	03-01-2009
DSES0	1	0.95	3	04-01-2009
DSES0	1	0.95	3	05-03-2009
DSES0	1	0.95	3	06-03-2009
DSES0	1	0.95	3	07-03-2009
DSES0	1	0.95	3	08-03-2009
DSES0	1	0.95	3	02-04-2009
DSES0	1	0.95	3	03-04-2009
DSES0	1	0.95	3	04-04-2009
DSES0	1	0.95	3	05-04-2009
DSES0	1	0.95	3	01-05-2009
DSES0	1	0.95	3	02-05-2009
DSES0	1	0.95	3	03-05-2009
DSES0	1	0.95	3	04-05-2009
DSES0	1	0.95	3	05-05-2009
DSES0	1	0.95	3	06-05-2009
DSES0	1	0.95	3	07-05-2009
DSES0	1	0.95	3	08-05-2009
DSES0	1	0.95	3	09-05-2009
DSES0	1	0.95	3	10-05-2009
DSES0	1	0.95	3	01-06-2009
DSES0	1	0.95	3	02-06-2009
DSES0	1	0.95	3	03-06-2009
DSES0	1	0.95	3	04-06-2009
DSES0	1	0.95	3	05-06-2009
DSES0	1	0.95	3	06-06-2009
DSES0	1	0.95	3	07-06-2009
DSES0	1	0.95	3	08-06-2009
DSES0	1	0.95	3	09-06-2009
DSES0	1	0.95	3	10-06-2009
DSES0	1	0.95	3	11-06-2009
DSES0	1	0.95	3	12-06-2009
DSES0	1	0.95	3	13-06-2009
DSES0	1	0.95	3	14-06-2009
DSES0	1	0.95	3	15-06-2009
DSES0	1	0.95	3	16-06-2009
DSES0	1	0.95	3	17-06-2009
DSES0	1	0.95	3	18-06-2009
DSES0	1	0.95	3	19-06-2009
DSES0	1	0.95	3	20-06-2009
DSES0	1	0.95	3	21-06-2009
DSES0	1	0.95	3	22-06-2009
DSES0	1	0.95	3	23-06-2009
DSES0	1	0.95	3	24-06-2009
DSES0	1	0.95	3	25-06-2009
DSES0	1	0.95	3	26-06-2009
DSES0	1	0.95	3	27-06-2009
DSES0	1	0.95	3	28-06-2009
DSES0	1	0.95	3	29-06-2009
DSES0	1	0.95	3	14-07-2009
DSES0	1	0.95	3	15-07-2009
DSES0	1	0.95	3	16-07-2009
DSES0	1	0.95	3	17-07-2009
DSES0	1	0.95	3	18-07-2009
DSES0	1	0.95	3	19-07-2009
DSES0	1	0.95	3	20-07-2009
DSES0	1	0.95	3	21-07-2009
DSES0	1	0.95	3	22-07-2009
DSES0	1	0.95	3	23-07-2009
DSES0	1	0.95	3	24-07-2009
DSES0	1	0.95	3	25-07-2009
DSES0	1	0.95	3	26-07-2009
DSES0	1	0.95	3	06-08-2009
DSES0	1	0.95	3	07-08-2009
DSES0	1	0.95	3	08-08-2009
DSES0	1	0.95	3	09-08-2009
DSES0	1	0.95	3	10-08-2009
DSES0	1	0.95	3	11-08-2009
DSES0	1	0.95	3	12-08-2009
DSES0	1	0.95	3	14-08-2009
DSES0	1	0.95	3	15-08-2009
DSES0	1	0.95	3	16-08-2009
DSES0	1	0.95	3	17-08-2009
DSES0	1	0.95	3	19-08-2009
DSES0	1	0.95	3	20-08-2009
DSES0	1	0.95	3	21-08-2009
DSES0	1	0.95	3	22-08-2009
DSES0	1	0.95	3	23-08-2009
DSES0	1	0.95	3	24-08-2009
DSES0	1	0.95	3	25-08-2009
DSES0	1	0.95	3	26-08-2009
DSES0	1	0.95	3	28-08-2009
DSES0	1	0.95	3	29-08-2009
DSES0	1	0.95	3	30-08-2009
DSES0	1	0.95	3	31-08-2009
DSES0	1	0.95	3	01-09-2009
DSES0	1	0.95	3	02-09-2009
DSES0	1	0.95	3	03-09-2009
DSES0	1	0.95	3	04-09-2009
DSES0	1	0.95	3	05-09-2009
DSES0	1	0.95	3	06-09-2009
DSES0	1	0.95	3	07-09-2009
DSES0	1	0.95	3	08-09-2009
DSES0	1	0.95	3	09-09-2009
DSES0	1	0.95	3	10-09-2009
DSES0	1	0.95	3	11-09-2009
DSES0	1	0.95	3	12-09-2009
DSES0	1	0.95	3	13-09-2009
DSES0	1	0.95	3	14-09-2009
DSES0	1	0.95	3	15-09-2009
DSES0	1	0.95	3	16-09-2009
DSES0	1	0.95	3	17-09-2009
DSES0	1	0.95	3	18-09-2009
DSES0	1	0.95	3	19-09-2009
DSES0	1	0.95	3	20-09-2009
DSES0	1	0.95	3	21-09-2009
DSES0	1	0.95	3	22-09-2009
DSES0	1	0.95	3	23-09-2009
DSES0	1	0.95	3	24-09-2009
DSES0	1	0.95	3	25-09-2009
DSES0	1	0.95	3	26-09-2009
DSES0	1	0.95	3	27-09-2009
DSES0	1	0.95	3	28-09-2009
DSES0	1	0.95	3	29-09-2009
DSES0	1	0.95	3	30-09-2009
DSES0	1	0.95	3	01-10-2009
DSES0	1	0.95	3	02-10-2009
DSES0	1	0.95	3	03-10-2009
DSES0	1	0.95	3	04-10-2009
DSES0	1	0.95	3	05-10-2009
DSES0	1	0.95	3	06-10-2009
DSES0	1	0.95	3	07-10-2009
DSES0	1	0.95	3	08-10-2009
DSES0	1	0.95	3	09-10-2009
DSES0	1	0.95	3	10-10-2009
DSES0	1	0.95	3	11-10-2009
DSES0	1	0.95	3	12-10-2009
DSES1	1	0.95	3	19-12-2009
DSES1	1	0.95	3	20-12-2009
DSES1	1	0.95	3	21-12-2009
DSES1	1	0.95	3	22-12-2009
DSES1	1	0.95	3	22-01-2010
DSES1	1	0.95	3	23-01-2010
DSES1	1	0.95	3	24-01-2010
DSES1	1	0.95	3	25-01-2010
DSES1	1	0.95	3	26-01-2010
DSES1	1	0.95	3	27-01-2010
DSES1	1	0.95	3	28-01-2010
DSES1	1	0.95	3	29-01-2010
DSES1	1	0.95	3	30-01-2010
DSES1	1	0.95	3	31-01-2010
DSES1	1	0.95	3	01-04-2010
DSES1	1	0.95	3	02-04-2010
DSES1	1	0.95	3	03-04-2010
DSES1	1	0.95	3	04-04-2010
DSES1	1	0.95	3	05-04-2010
DSES1	1	0.95	3	06-04-2010
DSES1	1	0.95	3	07-04-2010
DSES1	1	0.95	3	08-04-2010
DSES1	1	0.95	3	09-04-2010
DSES1	1	0.95	3	10-04-2010
DSES1	1	0.95	3	11-04-2010
DSES1	1	0.95	3	12-04-2010
DSES1	1	0.95	3	13-04-2010
DSES1	1	0.95	3	14-04-2010
DSES1	1	0.95	3	15-04-2010
DSES1	1	0.95	3	16-04-2010
DSES1	1	0.95	3	17-04-2010
DSES1	1	0.95	3	18-04-2010
DSES1	1	0.95	3	19-04-2010
DSES1	1	0.95	3	20-04-2010
DSES1	1	0.95	3	21-04-2010
DSES1	1	0.95	3	22-04-2010
DSES1	1	0.95	3	23-04-2010
DSES1	1	0.95	3	24-04-2010
DSES1	1	0.95	3	25-04-2010
DSES1	1	0.95	3	26-04-2010
DSES1	1	0.95	3	27-04-2010
DSES1	1	0.95	3	28-04-2010
DSES1	1	0.95	3	29-04-2010
DSES1	1	0.95	3	30-04-2010
DSES1	1	0.95	3	01-05-2010
DSES1	1	0.95	3	06-05-2010
DSES1	1	0.95	3	07-05-2010
DSES1	1	0.95	3	08-05-2010
DSES1	1	0.95	3	09-05-2010
DSES1	1	0.95	3	10-05-2010
DSES1	1	0.95	3	11-05-2010
DSES1	1	0.95	3	12-05-2010
DSES1	1	0.95	3	13-05-2010
DSES1	1	0.95	3	14-05-2010
DSES1	1	0.95	3	15-05-2010
DSES1	1	0.95	3	16-05-2010
DSES1	1	0.95	3	17-05-2010
DSES1	1	0.95	3	18-05-2010
DSES1	1	0.95	3	19-05-2010
DSES1	1	0.95	3	20-05-2010
DSES1	1	0.95	3	21-05-2010
DSES1	1	0.95	3	22-05-2010
DSES1	1	0.95	3	23-05-2010
DSES1	1	0.95	3	24-05-2010
DSES1	1	0.95	3	25-05-2010
DSES1	1	0.95	3	26-05-2010
DSES1	1	0.95	3	27-05-2010
DSES1	1	0.95	3	28-05-2010
DSES1	1	0.95	3	29-05-2010
DSES1	1	0.95	3	30-05-2010
DSES1	1	0.95	3	31-05-2010
DSES1	1	0.95	3	01-06-2010
DSES1	1	0.95	3	02-06-2010
DSES1	1	0.95	3	03-06-2010
DSES1	1	0.95	3	04-06-2010
DSES1	1	0.95	3	05-06-2010
DSES1	1	0.95	3	06-06-2010
DSES1	1	0.95	3	07-06-2010
DSES1	1	0.95	3	08-06-2010
DSES1	1	0.95	3	09-06-2010
DSES1	1	0.95	3	10-06-2010
DSES1	1	0.95	3	11-06-2010
DSES1	1	0.95	3	12-06-2010
DSES1	1	0.95	3	13-06-2010
DSES1	1	0.95	3	14-06-2010
DSES1	1	0.95	3	15-06-2010
DSES1	1	0.95	3	16-06-2010
DSES1	1	0.95	3	17-06-2010
DSES1	1	0.95	3	18-06-2010
DSES1	1	0.95	3	19-06-2010
DSES1	1	0.95	3	20-06-2010
DSES1	1	0.95	3	21-06-2010
DSES1	1	0.95	3	22-06-2010
DSES1	1	0.95	3	23-06-2010
DSES1	1	0.95	3	24-06-2010
DSES1	1	0.95	3	25-06-2010
DSES1	1	0.95	3	26-06-2010
DSES1	1	0.95	3	27-06-2010
DSES1	1	0.95	3	28-06-2010
DSES1	1	0.95	3	29-06-2010
DSES1	1	0.95	3	04-07-2010
DSES1	1	0.95	3	13-07-2010
DSES1	1	0.95	3	25-07-2010
DSES1	1	0.95	3	26-07-2010
DSES1	1	0.95	3	27-07-2010
DSES1	1	0.95	3	28-07-2010
DSES1	1	0.95	3	29-07-2010
DSES1	1	0.95	3	01-08-2010
DSES1	1	0.95	3	07-08-2010
DSES1	1	0.95	3	08-08-2010
DSES1	1	0.95	3	09-08-2010
DSES1	1	0.95	3	10-08-2010
DSES1	1	0.95	3	11-08-2010
DSES1	1	0.95	3	12-08-2010
DSES1	1	0.95	3	13-08-2010
DSES1	1	0.95	3	14-08-2010
DSES1	1	0.95	3	02-09-2010
DSES1	1	0.95	3	03-09-2010
DSES1	1	0.95	3	04-09-2010
DSES1	1	0.95	3	05-09-2010
DSES1	1	0.95	3	06-09-2010
DSES1	1	0.95	3	07-09-2010
DSES1	1	0.95	3	15-09-2010
DSES1	1	0.95	3	16-09-2010
DSES1	1	0.95	3	17-09-2010
DSES1	1	0.95	3	18-09-2010
DSES1	1	0.95	3	19-09-2010
DSES1	1	0.95	3	20-09-2010
DSES1	1	0.95	3	21-09-2010
DSES1	1	0.95	3	22-09-2010
DSES1	1	0.95	3	23-09-2010
DSES1	1	0.95	3	24-09-2010
DSES1	1	0.95	3	25-09-2010
DSES1	1	0.95	3	26-09-2010
DSES1	1	0.95	3	27-09-2010
DSES1	1	0.95	3	28-09-2010
DSES1	1	0.95	3	29-09-2010
DSES1	1	0.95	3	30-09-2010
DSES1	1	0.95	3	01-10-2010
DSES1	1	0.95	3	02-10-2010
DSES1	1	0.95	3	03-10-2010
DSES1	1	0.95	3	04-10-2010
DSES1	1	0.95	3	05-10-2010
DSES1	1	0.95	3	06-10-2010
DSES1	1	0.95	3	07-10-2010
DSES1	1	0.95	3	08-10-2010
DSES1	1	0.95	3	09-10-2010
DSES1	1	0.95	3	10-10-2010
DSLM0	1	1	9.7	23-04-2008
DSLM0	1	1	9.7	24-04-2008
DSLM0	1	1	9.7	25-04-2008
DSLM0	1	1	9.7	26-04-2008
DSLM0	1	1	3.5	27-04-2008
DSLM0	1	1	3.5	28-04-2008
DSLM0	1	1	3.5	29-04-2008
DSLM0	1	1	3.5	30-04-2008
DSLM0	1	1	3.5	01-05-2008
DSLM0	1	1	3.5	02-05-2008
DSLM0	1	1	3.5	03-05-2008
DSLM0	1	1	3.5	04-05-2008
DSLM0	1	1	3.5	05-05-2008
DSLM0	1	1	3.5	06-05-2008
DSLM0	1	1	3.5	07-05-2008
DSLM0	1	1	3.5	08-05-2008
DSLM0	1	1	3.5	09-05-2008
DSLM0	1	1	3.5	10-05-2008
DSLM0	1	1	3.5	11-05-2008
DSLM0	1	1	3.5	12-05-2008
DSLM0	1	1	3.5	13-05-2008
DSLM0	1	1	6.6	14-05-2008
DSLM0	1	1	6.6	15-05-2008
DSLM0	1	1	6.6	16-05-2008
DSLM0	1	1	6.6	17-05-2008
DSLM0	1	1	6.6	18-05-2008
DSLM0	1	1	6.6	19-05-2008
DSLM0	1	1	6.3	20-05-2008
DSLM0	1	1	6.3	21-05-2008
DSLM0	1	1	6.3	22-05-2008
DSLM0	1	1	6.3	23-05-2008
DSLM0	1	1	6.3	24-05-2008
DSLM0	1	1	6.3	25-05-2008
DSLM0	1	1	6.3	26-05-2008
DSLM0	1	1	6.3	27-05-2008
DSLM0	1	1	6.3	28-05-2008
DSLM0	1	1	6.3	29-05-2008
DSLM0	1	1	3.2	30-05-2008
DSLM0	1	1	3.2	31-05-2008
DSLM0	1	1	3.2	01-06-2008
DSLM0	1	1	3.2	02-06-2008
DSLM0	1	1	6.7	03-06-2008
DSLM0	1	1	6.7	04-06-2008
DSLM0	1	1	6.7	05-06-2008
DSLM0	1	1	6.7	06-06-2008
DSLM0	1	1	7.2	07-06-2008
DSLM0	1	1	7.2	08-06-2008
DSLM0	1	1	7.2	09-06-2008
DSLM0	1	1	7.4	10-06-2008
DSLM0	1	1	7.4	11-06-2008
DSLM0	1	1	7.4	12-06-2008
DSLM0	1	1	7.4	13-06-2008
DSLM0	1	1	7.4	14-06-2008
DSLM0	1	1	7.4	15-06-2008
DSLM0	1	1	7.4	16-06-2008
DSLM0	1	1	7.1	17-06-2008
DSLM0	1	1	7.1	18-06-2008
DSLM0	1	1	7.1	19-06-2008
DSLM0	1	1	7.1	20-06-2008
DSLM0	1	1	7.1	21-06-2008
DSLM0	1	1	7.1	22-06-2008
DSLM0	1	1	7.1	23-06-2008
DSLM0	1	1	2.9	24-06-2008
DSLM0	1	1	2.9	25-06-2008
DSLM0	1	1	2.9	26-06-2008
DSLM0	1	1	2.9	27-06-2008
DSLM0	1	1	2.9	28-06-2008
DSLM0	1	1	2.9	29-06-2008
DSLM0	1	1	2.9	30-06-2008
DSLM0	1	1	5.3	01-07-2008
DSLM0	1	1	5.3	02-07-2008
DSLM0	1	1	5.3	03-07-2008
DSLM0	1	1	5.3	04-07-2008
DSLM0	1	1	5.3	05-07-2008
DSLM0	1	1	5.3	06-07-2008
DSLM0	1	1	5.3	07-07-2008
DSLM0	1	1	6.1	08-07-2008
DSLM0	1	1	6.1	09-07-2008
DSLM0	1	1	6.1	10-07-2008
DSLM0	1	1	6.1	11-07-2008
DSLM0	1	1	6.1	12-07-2008
DSLM0	1	1	6.1	13-07-2008
DSLM0	1	1	6.1	14-07-2008
DSLM0	1	1	6.1	15-07-2008
DSLM0	1	1	6.1	16-07-2008
DSLM0	1	1	6.1	17-07-2008
DSLM0	1	1	6.1	18-07-2008
DSLM0	1	1	6.1	19-07-2008
DSLM0	1	1	6.1	20-07-2008
DSLM0	1	1	6.1	21-07-2008
DSLM0	1	1	6.1	22-07-2008
DSLM0	1	1	6.1	23-07-2008
DSLM0	1	1	6.1	24-07-2008
DSLM0	1	1	6.1	25-07-2008
DSLM0	1	1	6.1	26-07-2008
DSLM0	1	1	6.1	27-07-2008
DSLM0	1	1	6.1	28-07-2008
DSLM0	1	1	6.2	29-07-2008
DSLM0	1	1	6.2	30-07-2008
DSLM0	1	1	6.2	31-07-2008
DSLM0	1	1	6.2	01-08-2008
DSLM0	1	1	6.2	02-08-2008
DSLM0	1	1	6.2	03-08-2008
DSLM0	1	1	6.2	04-08-2008
DSLM0	1	1	6.2	05-08-2008
DSLM0	1	1	6.2	06-08-2008
DSLM0	1	1	6.2	07-08-2008
DSLM0	1	1	6.2	08-08-2008
DSLM0	1	1	6.2	09-08-2008
DSLM0	1	1	6.2	10-08-2008
DSLM0	1	1	6.2	11-08-2008
DSLM0	1	1	6.2	12-08-2008
DSLM0	1	1	6.2	13-08-2008
DSLM0	1	1	6.2	14-08-2008
DSLM0	1	1	6.2	15-08-2008
DSLM0	1	1	6.2	16-08-2008
DSLM0	1	1	6.2	17-08-2008
DSLM0	1	1	6.2	18-08-2008
